./../ruleslwj/acl1_1k,5.08735,8.9388,
./../ruleslwj/acl2_1k,5.05005,4.35944,
./../ruleslwj/acl3_1k,7.72874,7.85136,
./../ruleslwj/acl4_1k,4.71852,6.38648,
./../ruleslwj/acl5_1k,8.39941,11.7606,
./../ruleslwj/acl1_10k,6.49878,4.33658,
./../ruleslwj/acl2_10k,5.22199,3.84372,
./../ruleslwj/acl3_10k,3.70739,3.27158,
./../ruleslwj/acl4_10k,2.36766,2.30165,
./../ruleslwj/acl5_10k,4.90861,6.21366,
./../ruleslwj/acl1_100k,8.49272,30.348,
./../ruleslwj/acl2_100k,1.54186,0.786305,
./../ruleslwj/acl3_100k,6.23844,8.82287,
./../ruleslwj/acl4_100k,3.80148,7.2352,
./../ruleslwj/acl5_100k,6.34606,9.79588,
./../ruleslwj/ipc1_1k,4.89295,3.79273,
./../ruleslwj/ipc2_1k,9.39489,11.3811,
./../ruleslwj/ipc1_10k,3.63866,2.54754,
./../ruleslwj/ipc2_10k,16.0151,29.9569,
./../ruleslwj/ipc1_100k,4.20477,8.66932,
./../ruleslwj/ipc2_100k,10.2315,15.304,
./../ruleslwj/fw1_1k,5.88911,6.18884,
./../ruleslwj/fw2_1k,7.31387,21.7346,
./../ruleslwj/fw3_1k,5.32268,5.71469,
./../ruleslwj/fw4_1k,3.86747,7.19596,
./../ruleslwj/fw5_1k,6.78636,5.60126,
./../ruleslwj/fw1_10k,8.0912,11.7528,
./../ruleslwj/fw2_10k,8.09809,17.5664,
./../ruleslwj/fw3_10k,11.1904,13.0527,
./../ruleslwj/fw4_10k,2.74711,4.36234,
./../ruleslwj/fw5_10k,8.14656,10.2553,
./../ruleslwj/fw1_100k,4.20039,3.06434,
./../ruleslwj/fw2_100k,5.3463,5.52748,
./../ruleslwj/fw3_100k,5.19762,4.05129,
./../ruleslwj/fw4_100k,1.15016,2.03098,
./../ruleslwj/fw5_100k,5.80386,4.05917,
./../ruleslwj/acl1_1k,5.28814,9.08085,
./../ruleslwj/acl1_1k,5.00779,8.70228,
./../ruleslwj/acl1_1k,5.24866,9.21645,
./../ruleslwj/acl1_1k,5.04565,9.0567,
./../ruleslwj/acl1_1k,5.38865,9.10956,
